id,Item_Identifier_x,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,name,phoneNumber,address
8320,NCW41,18.0,Low Fat,0.0154475,Health and Hygiene,159.26,OUT035,2004,Small,Tier 2,Supermarket Type1,3961.51,Destiny Obrien,930.657.4195x571,"97170 Briana Oval
Angelaside, IN 48331"
8321,NCW41,18.0,Low Fat,0.0154817,Health and Hygiene,159.36,OUT045,2002,Small,Tier 2,Supermarket Type1,2059.99,Rebecca Huff,698.772.7356,"84551 Shaw Expressway Apt. 648
Shieldsfurt, LA 51399"
8322,NCS53,14.5,Low Fat,0.0897612,Health and Hygiene,159.46,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.91,Peter Jackson,001-377-056-6239x16938,"9498 Holt Shore
New Jennifer, SD 10045"
8323,NCS53,14.5,Low Fat,0.0899603,Health and Hygiene,159.56,OUT045,2002,Small,Tier 2,Supermarket Type1,1426.14,Mr. Chad Schmidt,(976)293-8676x0229,"98353 Deanna Drive
Sotoville, AR 44248"
8324,NCS53,14.5,Low Fat,0.090286,Health and Hygiene,159.96,OUT017,2007,Medium,Tier 2,Supermarket Type1,2218.45,Cody Love,+1-398-485-7947x029,"482 Elaine Causeway Suite 366
West Michael, MS 84600"
8325,NCL29,9.695,Low Fat,0.113939,Health and Hygiene,160.26,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.52,Vincent Wang,001-421-514-1053x4441,"97564 Lee Spring Suite 687
Ortizburgh, NC 03827"
8326,NCS53,14.5,Low Fat,0.0899178,Health and Hygiene,160.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,2852.29,Laura Tate,0712012789,"968 Eric Stream Apt. 619
Miketown, NC 98481"
8327,NCB06,17.6,Low Fat,0.0823321,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.27,Taylor Clark,001-814-853-4445,"9333 William Estate Suite 952
North Patrickbury, MT 13208"
8328,NCB06,17.6,Low Fat,0.0822636,Health and Hygiene,160.492,OUT013,1987,High,Tier 3,Supermarket Type1,1278.34,Teresa Chan,+1-071-446-1708,"710 Alison Inlet
Lake Angela, IL 14747"
8329,NCB06,17.6,Low Fat,0.0823165,Health and Hygiene,160.692,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.92,Cory Gutierrez,(716)070-9586,"PSC 5238, Box 2176
APO AP 91763"
8330,NCB06,17.6,Low Fat,0.0827978,Health and Hygiene,161.492,OUT017,2007,Medium,Tier 2,Supermarket Type1,3515.42,Gavin Reynolds,(127)683-2929,"847 Roberts Canyon
West Cherylton, MS 23506"
8331,NCB06,12.5,Low Fat,0.0819334,Health and Hygiene,161.492,OUT027,1985,Medium,Tier 3,Supermarket Type3,6391.68,Michael Cohen,208.545.9871,"811 Alyssa Turnpike Apt. 592
Bradleyton, CO 48000"
8332,NCB06,17.6,Low Fat,0.137807,Health and Hygiene,161.792,OUT010,1998,Medium,Tier 3,Grocery Store,159.792,Diane Santos,5420596815,"8290 Heath Manors Apt. 290
Brittanymouth, PR 11453"
8333,NCT53,5.4,Low Fat,0.0482138,Health and Hygiene,162.853,OUT045,2002,Small,Tier 2,Supermarket Type1,940.962,Duane Johnson,(550)643-3314,"84600 Flores Inlet
New Jessicaville, MP 52501"
8334,NCT53,5.4,Low Fat,0.0481911,Health and Hygiene,162.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,967.344,Katie Stuart,001-496-556-2650,"423 David Viaduct
Harrymouth, MT 14988"
8335,NCT53,5.4,Low Fat,0.0483884,Health and Hygiene,163.053,OUT017,2007,Medium,Tier 2,Supermarket Type1,2302.34,Steven Adams,(580)788-7833x8085,"5380 Jackson Cliffs Apt. 074
Justinshire, MN 78478"
8336,NCO29,11.15,Low Fat,0.0324386,Health and Hygiene,163.053,OUT017,2007,Medium,Tier 2,Supermarket Type1,2302.34,Alexis Johnson,(418)789-0625x064,"8852 Estes Court Suite 648
New Carriemouth, SD 92205"
8337,NCO29,11.15,Low Fat,0.0322293,Health and Hygiene,163.253,OUT013,1987,High,Tier 3,Supermarket Type1,1480.07,Erica Cox,+1-241-153-9847,"319 Christopher Stravenue Apt. 683
East Christophermouth, NY 28101"
8338,NCU53,5.485,Low Fat,0.0428385,Health and Hygiene,163.784,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.84,Jacob Smith,124-294-2278x507,"22444 Jeremiah Shoals Suite 468
New Gary, VT 35873"
8339,NCU53,5.485,Low Fat,0.0428183,Health and Hygiene,163.984,OUT049,1999,Medium,Tier 1,Supermarket Type1,980.404,Corey Yates,040-142-1063x12083,"465 Jessica Stravenue
Ellenberg, VT 21739"
8340,NCO29,11.15,Low Fat,0.0322501,Health and Hygiene,164.053,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.13,Julie Gordon,001-985-236-8760x6513,"744 Kristen Overpass Apt. 787
South Justinchester, ID 83494"
8341,NCT53,5.4,Low Fat,0.0480762,Health and Hygiene,164.153,OUT013,1987,High,Tier 3,Supermarket Type1,966.202,Patrick Olson,(086)385-9734x464,"Unit 3796 Box 1988
DPO AP 37673"
8342,NCO29,12.5,Low Fat,0.0321,Health and Hygiene,164.153,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.15,Lynn Baxter,320.097.0904,"5246 Murray Islands
South Joshua, MA 57866"
8343,NCO29,11.15,Low Fat,0.0323876,Health and Hygiene,164.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.15,Pamela Rogers,1348377200,"43409 Kimberly Hill Suite 535
Lake Kyle, CO 65902"
8344,NCT53,12.5,low fat,0.0,Health and Hygiene,164.553,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.34,Sherry Hughes,+1-054-835-0080x945,"871 Duran Mount Apt. 778
Wilsonstad, FM 53022"
8345,NCU53,5.485,Low Fat,0.042926,Health and Hygiene,164.584,OUT018,2009,Medium,Tier 3,Supermarket Type2,947.882,Bryan Hill,+1-006-294-4094,"167 Alejandro Harbors Suite 685
South Tamara, AR 48709"
8346,NCU53,5.485,Low Fat,0.0427518,Health and Hygiene,164.584,OUT046,1997,Small,Tier 1,Supermarket Type1,983.991,Ashley Rodriguez,470-445-7218x248,"16220 Benjamin Cape Apt. 880
West Seantown, FL 82163"
8347,NCT53,12.5,Low Fat,0.0842454,Health and Hygiene,164.653,OUT019,1985,Small,Tier 1,Grocery Store,657.81,Christopher Terry,+1-029-748-3054x33031,"1876 Hunt Neck Suite 269
Chavezport, DC 44584"
8348,NCU53,5.485,Low Fat,0.0427162,Health and Hygiene,164.884,OUT013,1987,High,Tier 3,Supermarket Type1,2155.19,Edward Anderson,343-407-5789x2887,"302 Stevens Underpass
Port Jared, MI 25518"
8349,NCT53,5.4,Low Fat,0.0,Health and Hygiene,164.953,OUT018,2009,Medium,Tier 3,Supermarket Type2,944.189,Jill Jennings,(052)275-6850,"099 Suarez Wall Apt. 274
Wilsonmouth, IA 54330"
8350,NCT53,5.4,Low Fat,0.0481163,Health and Hygiene,164.953,OUT046,1997,Small,Tier 1,Supermarket Type1,962.004,Zachary Barnes,987-759-9045,"PSC 6178, Box 3188
APO AA 88953"
8351,NCO29,11.15,Low Fat,0.0322562,Health and Hygiene,165.153,OUT046,1997,Small,Tier 1,Supermarket Type1,2007.18,Sharon Harris,485-137-9643x9790,"88781 Garrett Course
West Johnathanshire, KS 29329"
8352,NCO29,11.15,Low Fat,0.0323216,Health and Hygiene,165.653,OUT045,2002,Small,Tier 2,Supermarket Type1,1315.62,Jeffrey Jones DVM,+1-843-628-2833x6181,"1065 Kurt Squares Suite 077
Wagnerstad, SD 48886"
8353,NCU53,5.485,Low Fat,0.0715578,Health and Hygiene,165.784,OUT010,1998,Medium,Tier 3,Grocery Store,165.784,Eric Mccoy,605-861-2658x604,"351 Daniels Cape Suite 725
South Jamieland, CT 67457"
8354,NCU53,12.5,Low Fat,0.0,Health and Hygiene,165.784,OUT027,1985,Medium,Tier 3,Supermarket Type3,8289.21,Destiny Martin,0486451277,"4684 Theresa Plaza Suite 929
North Courtney, VT 36949"
8355,NCT53,5.4,LF,0.0805368,Health and Hygiene,165.853,OUT010,1998,Medium,Tier 3,Grocery Store,958.296,Miss Donna Woods,793.781.9474x5282,"01862 Williamson Mills
Taylorchester, WA 61348"
8356,NCO29,12.5,Low Fat,0.0564764,Health and Hygiene,166.253,OUT019,1985,Small,Tier 1,Grocery Store,2943.75,Terri Townsend,635-293-8131x283,"6460 Kevin Neck Suite 415
Kentview, NY 77490"
8357,NCU53,5.485,low fat,0.0427437,Health and Hygiene,166.284,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.41,Michael Obrien,849.311.7845x1181,"77459 Jennifer Underpass Apt. 368
Anthonystad, WY 61154"
8358,NCT53,5.4,Low Fat,0.0481072,Health and Hygiene,166.353,OUT035,2004,Small,Tier 2,Supermarket Type1,988.134,Jessica Howard,676-833-0033,"818 Hannah Haven Apt. 745
Taylorburgh, GU 63815"
8359,NCO29,11.15,Low Fat,0.0323063,Health and Hygiene,166.353,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.716,Robert Hodges,+1-915-647-1979x5657,"4137 Jose Unions
Kellerview, KY 25143"
8360,NCU53,5.485,Low Fat,0.0429936,Health and Hygiene,167.384,OUT017,2007,Medium,Tier 2,Supermarket Type1,982.37,Amanda Beck,(922)422-5523,"46431 Mckee Oval
North Brettland, NM 55732"
8361,NCL53,7.5,Low Fat,0.0362281,Health and Hygiene,175.203,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57,Cody Hall,8920696879,"67350 Boyd Loaf Apt. 130
Lake Angela, UT 64122"
8362,NCL53,7.5,Low Fat,0.0364399,Health and Hygiene,175.303,OUT017,2007,Medium,Tier 2,Supermarket Type1,3010.75,Jason Morgan,1389278019,"531 Karen Rue
Port Charles, RI 99433"
8363,NCL53,7.5,Low Fat,0.0362349,Health and Hygiene,175.303,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.26,Stacy Lloyd,828-877-6456,"7829 Allen Motorway Suite 860
South Maryville, MN 94056"
8364,NCL53,7.5,Low Fat,0.0363084,Health and Hygiene,175.403,OUT045,2002,Small,Tier 2,Supermarket Type1,2833.64,Anita Espinoza,001-677-955-9571,"884 Morris Rapid
New Emily, SD 99907"
8365,NCL53,12.5,Low Fat,0.0,Health and Hygiene,175.403,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.91,Chad Jackson,665.268.1595x7408,"90236 Davis Plains Apt. 790
Port Rebeccamouth, TN 24549"
8366,NCV29,11.8,Low Fat,0.022879,Health and Hygiene,176.069,OUT049,1999,Medium,Tier 1,Supermarket Type1,533.306,Corey Goodwin,001-850-126-8583x4402,"26754 Eric Neck Apt. 809
Port Ashleyside, FL 75209"
8367,NCL53,7.5,Low Fat,0.0362048,Health and Hygiene,176.103,OUT013,1987,High,Tier 3,Supermarket Type1,1948.13,Jose Hardy,326-262-6050x9382,"5045 Chad Union
Lake Joshua, IA 11384"
8368,NCL53,7.5,Low Fat,0.0362913,Health and Hygiene,176.203,OUT049,1999,Medium,Tier 1,Supermarket Type1,1387.6,Lauren Meza,(021)698-6092x8265,"79235 Michael Burg
South Louishaven, TX 75750"
8369,NCV29,11.8,Low Fat,0.0228898,Health and Hygiene,176.669,OUT045,2002,Small,Tier 2,Supermarket Type1,2230.62,Ashley Stanley,+1-085-858-8186x119,"25884 Alex Cliff Apt. 389
East Frankland, NY 63272"
8370,NCV29,12.5,Low Fat,0.039996,Health and Hygiene,176.769,OUT019,1985,Small,Tier 1,Grocery Store,888.843,Anne Scott,+1-582-460-1289x0395,"091 Kelly Tunnel Apt. 668
Lake Matthewstad, MH 42692"
8371,NCV29,11.8,LF,0.0228245,Health and Hygiene,177.069,OUT013,1987,High,Tier 3,Supermarket Type1,3022.07,Carrie Roberson,001-648-776-2043x98429,"22484 Amanda Hill
North Heather, UT 63474"
8372,NCV29,11.8,Low Fat,0.0,Health and Hygiene,177.269,OUT035,2004,Small,Tier 2,Supermarket Type1,2300.95,Jamie Martin,403-079-1577x2918,"99081 Espinoza Highway
East Rebekah, VA 61184"
8373,NCL53,7.5,LF,0.0606498,Health and Hygiene,177.403,OUT010,1998,Medium,Tier 3,Grocery Store,354.206,Donna Scott,6879276893,"640 Crystal Causeway Apt. 345
North Max, PW 11599"
8374,NCV29,11.8,Low Fat,0.0382353,Health and Hygiene,177.569,OUT010,1998,Medium,Tier 3,Grocery Store,711.074,Ryan Tucker,+1-721-167-8619,"46135 Williamson Vista Suite 841
North Jeremyview, OK 57668"
8375,NCV29,11.8,Low Fat,0.0229366,Health and Hygiene,177.669,OUT018,2009,Medium,Tier 3,Supermarket Type2,2285.17,Ashley Marks,001-184-950-1335x035,"43753 Angela Camp
West Monica, AL 72613"
8376,NCV29,11.8,Low Fat,0.0228435,Health and Hygiene,177.869,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.98,Andrea Williams,+1-719-006-4230x71462,"7454 Charles Flat Apt. 645
Brianville, NE 49499"
8377,NCL53,7.5,Low Fat,0.0363825,Health and Hygiene,177.903,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.82,Andrew Dudley,(732)978-2623x79491,"117 Margaret Road
Cynthiaview, NY 16646"
8378,NCV29,12.5,Low Fat,0.0227329,Health and Hygiene,179.469,OUT027,1985,Medium,Tier 3,Supermarket Type3,7894.67,Stephen Drake,983.512.4575x8099,"3200 Linda Forks
South Nicolemouth, DE 50854"
8379,NCV29,11.8,Low Fat,0.0229727,Health and Hygiene,179.569,OUT017,2007,Medium,Tier 2,Supermarket Type1,2330.8,Amanda Bishop,6815446716,"111 Lopez Pines
Josefort, NE 30614"
8380,NCN05,8.235,Low Fat,0.0144597,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38,Sandra Macdonald,368-704-6665,"607 Simmons Flats Suite 513
North Charles, MN 07851"
8381,NCO53,16.2,Low Fat,0.175039,Health and Hygiene,182.161,OUT013,1987,High,Tier 3,Supermarket Type1,3128.07,Richard Case,074.987.8836,"37289 Michael Mountains Suite 110
East Michaelview, WI 91345"
8382,NCO53,16.2,low fat,0.175151,Health and Hygiene,182.161,OUT035,2004,Small,Tier 2,Supermarket Type1,3246.11,Amy Smith,416.593.4705,"USNS Grant
FPO AP 30383"
8383,NCO53,16.2,Low Fat,0.0,Health and Hygiene,182.161,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.93,Jennifer Ewing,(972)177-6710x7192,"980 Harrison Park Apt. 671
Rossville, VA 08442"
8384,NCN05,8.235,Low Fat,0.0145186,Health and Hygiene,182.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.24,Gary Oliver,001-202-378-2545x34329,"9707 Cook Divide
Lake Judith, MI 07157"
8385,NCN05,8.235,Low Fat,0.0144822,Health and Hygiene,182.295,OUT049,1999,Medium,Tier 1,Supermarket Type1,3661.9,Sabrina Russell,+1-157-125-6867,"93864 Davies Forges
Port Louis, WI 60043"
8386,NCS41,12.5,Low Fat,0.0935736,Health and Hygiene,182.461,OUT019,1985,Small,Tier 1,Grocery Store,1949.92,Cassandra Scott,563-559-5893x81190,"179 Brown Island
Lake Carol, AZ 93837"
8387,NCS41,12.85,Low Fat,0.0,Health and Hygiene,182.661,OUT018,2009,Medium,Tier 3,Supermarket Type2,2581.91,Sue Novak,5952727227,"1306 Thomas Cape
Lake Andrew, WY 86203"
8388,NCS41,12.85,Low Fat,0.0533995,Health and Hygiene,182.761,OUT013,1987,High,Tier 3,Supermarket Type1,2465.9,Tyler Hayes,749-852-0569,"5207 Jacob Rapids Suite 650
Jessicabury, IL 26564"
8389,NCS41,12.5,Low Fat,0.0531852,Health and Hygiene,182.961,OUT027,1985,Medium,Tier 3,Supermarket Type3,1653.85,Lucas Hensley,001-949-041-0228,"096 Marquez Walk
South Justinchester, MI 74549"
8390,NCS41,12.85,Low Fat,0.0894543,Health and Hygiene,183.261,OUT010,1998,Medium,Tier 3,Grocery Store,2472.65,Henry Stout,824-194-5262,"8169 Tammy Extension
South Kristy, TX 60907"
8391,NCS41,12.85,Low Fat,0.0534339,Health and Hygiene,183.261,OUT035,2004,Small,Tier 2,Supermarket Type1,2543.29,Kevin Stewart,795-696-1225x73931,"79207 Jesse Port
West Amy, AS 38952"
8392,NCO53,16.2,Low Fat,0.17554,Health and Hygiene,183.661,OUT045,2002,Small,Tier 2,Supermarket Type1,3213.33,Mark Clark,924-068-2919x1781,"421 Scott Mills
Cohenfort, NY 17446"
8393,NCO53,16.2,Low Fat,0.175898,Health and Hygiene,183.761,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.17,Brenda Gonzalez,499-072-1836x9837,"4088 Peter Roads Apt. 249
Hickshaven, FL 52336"
8394,NCN05,8.235,Low Fat,0.014489,Health and Hygiene,183.795,OUT045,2002,Small,Tier 2,Supermarket Type1,2929.52,Patrick Shields,780-576-0545,"57518 Carolyn Forges Apt. 155
Lake Kenneth, OR 19068"
8395,NCN05,8.235,Low Fat,0.0144476,Health and Hygiene,183.895,OUT013,1987,High,Tier 3,Supermarket Type1,1635.53,Jesus Holloway,001-863-447-6666x037,"2549 Morgan Mountains Apt. 991
Port Stephanie, VT 05918"
8396,NCO53,16.2,Low Fat,0.176175,Health and Hygiene,184.061,OUT017,2007,Medium,Tier 2,Supermarket Type1,2021.37,Ryan Herring,131-901-9895,"111 Perry Extension
Williamsburgh, AR 43173"
8397,NCO53,12.5,Low Fat,0.174336,Health and Hygiene,184.061,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.63,Vanessa Rodgers,(187)751-6122,"8342 Ellis Lakes Apt. 885
Hannahshire, NJ 38491"
8398,NCS41,12.85,Low Fat,0.0,Health and Hygiene,184.261,OUT046,1997,Small,Tier 1,Supermarket Type1,2604.53,Melinda Olson,(602)036-6962,"8251 Michael View Apt. 643
Shermanfurt, OR 59577"
8399,NCN05,8.235,Low Fat,0.0145415,Health and Hygiene,184.495,OUT017,2007,Medium,Tier 2,Supermarket Type1,3845.0,Amy Salazar,(644)522-9322,"Unit 4352 Box 2007
DPO AP 47023"
8400,NCS41,12.85,Low Fat,0.0537463,Health and Hygiene,184.661,OUT017,2007,Medium,Tier 2,Supermarket Type1,2610.18,Susan Clark,898.557.4807,"94120 Ashley Plains
East Daniel, UT 98661"
8401,NCS41,12.85,Low Fat,0.0535524,Health and Hygiene,184.661,OUT045,2002,Small,Tier 2,Supermarket Type1,2586.45,Peter Long,774-679-3959x07591,"625 Amanda Points Apt. 491
East Morganberg, DC 67191"
8402,NCN05,8.235,Low Fat,0.0144569,Health and Hygiene,184.795,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.76,Chad Anderson,037.952.4669x25817,"481 Jerry Manor Suite 676
North Amyberg, AL 56476"
8403,NCN05,12.5,LF,0.0143896,Health and Hygiene,184.795,OUT027,1985,Medium,Tier 3,Supermarket Type3,12842.2,Elizabeth Wilson,8898120632,"963 Erickson Parks Apt. 702
Alvarezberg, MI 43972"
8404,NCO53,16.2,Low Fat,0.175184,Health and Hygiene,184.961,OUT046,1997,Small,Tier 1,Supermarket Type1,3176.15,Michelle Davis,001-609-528-8561x8157,"09003 Denise Dam
Nancyhaven, ND 35413"
8405,NCS41,12.85,Low Fat,0.0535271,Health and Hygiene,185.161,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.89,Ashley Bass,1490491681,"PSC 3184, Box 5385
APO AE 98089"
8406,NCZ53,9.6,Low Fat,0.0244568,Health and Hygiene,186.621,OUT013,1987,High,Tier 3,Supermarket Type1,3203.16,Jonathan Montes,+1-309-748-1007x5593,"16713 Frye Junctions Suite 916
South Savannahfurt, AZ 04906"
8407,NCZ53,9.6,Low Fat,0.0245769,Health and Hygiene,186.621,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.21,Nathan Gonzalez,001-105-174-7875,"42759 Russell Divide
Melindabury, MT 26861"
8408,NCT17,10.8,LF,0.041831,Health and Hygiene,186.621,OUT013,1987,High,Tier 3,Supermarket Type1,2261.06,Michael Dean,(274)715-5312x63019,"620 Long Canyon Suite 404
Robertland, MN 90024"
8409,NCZ53,9.6,Low Fat,0.0244725,Health and Hygiene,187.221,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.16,Juan Kane,(214)167-9676,"454 Roth Mews
New Michelleshire, MA 69672"
8410,NCT17,10.8,Low Fat,0.0419309,Health and Hygiene,188.021,OUT049,1999,Medium,Tier 1,Supermarket Type1,2152.47,Amy Stanton,635.978.3136,"9259 Pruitt Turnpike
Lake Emily, WA 80873"
8411,NCT17,10.8,Low Fat,0.0420364,Health and Hygiene,188.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,2218.1,Patrick Bartlett,382.561.5800x182,"1128 Johnson Extension
Longborough, NH 47972"
8412,NCZ53,9.6,Low Fat,0.0245268,Health and Hygiene,188.521,OUT045,2002,Small,Tier 2,Supermarket Type1,1918.39,Christopher Wade,1534443878,"2332 Jones Hills Apt. 213
Walkertown, NM 01593"
8413,NCT17,12.5,Low Fat,0.0416631,Health and Hygiene,188.621,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.48,Sonya Barry,001-597-435-3969,"96748 Mark Lane Apt. 318
North Tyler, VI 55828"
8414,NCZ53,9.6,Low Fat,0.0409698,Health and Hygiene,188.721,OUT010,1998,Medium,Tier 3,Grocery Store,376.843,Timothy Jenkins,282-950-5978x26210,"760 Carter Lights Suite 973
Monroeville, WA 88121"
8415,NCU41,18.85,LF,0.0520548,Health and Hygiene,189.185,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.93,Mr. Chad Dean,(533)564-0181,"13079 William Port
Williamsbury, PR 28528"
8416,NCZ53,9.6,Low Fat,0.0245152,Health and Hygiene,189.221,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.85,Jacob Armstrong,1362520072,"1042 Wilson Harbor Suite 230
South Sarahmouth, KS 67606"
8417,NCZ53,9.6,Low Fat,0.0244772,Health and Hygiene,189.621,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.99,Kimberly Sanchez,+1-233-229-9351x95334,"23916 Matthew Springs
East Jeremyborough, WA 42688"
8418,NCT17,10.8,Low Fat,0.0418579,Health and Hygiene,189.621,OUT035,2004,Small,Tier 2,Supermarket Type1,2191.26,Erin Burnett,+1-328-691-9134,"639 Vanessa Via Apt. 339
North Susanchester, KY 79370"
8419,NCT17,10.8,Low Fat,0.0421027,Health and Hygiene,189.721,OUT017,2007,Medium,Tier 2,Supermarket Type1,1695.79,Keith Allen,+1-971-545-8093x570,"57130 Laura Track
North Luisport, LA 03294"
8420,NCT17,10.8,Low Fat,0.0418658,Health and Hygiene,189.721,OUT046,1997,Small,Tier 1,Supermarket Type1,5841.06,Patricia King,468.445.1543x38132,"7310 Mays Fords
Barnesmouth, NM 64882"
8421,NCZ53,9.6,Low Fat,0.0246156,Health and Hygiene,190.021,OUT017,2007,Medium,Tier 2,Supermarket Type1,1970.14,Angela Davis,(073)337-2503x297,"23767 Ryan Islands Apt. 066
South Virginiashire, CA 70445"
8422,NCT17,10.8,Low Fat,0.0419508,Health and Hygiene,190.021,OUT045,2002,Small,Tier 2,Supermarket Type1,2449.48,Patrick Hernandez,+1-017-509-5563x689,"41668 James Villages Suite 859
Rodriguezburgh, TX 83175"
8423,NCU41,18.85,Low Fat,0.0521358,Health and Hygiene,190.185,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.96,Kevin Solomon,001-394-220-0929x8132,"06644 Nancy Forest
New Louisfurt, PA 52846"
8424,NCU41,18.85,Low Fat,0.0520115,Health and Hygiene,190.385,OUT013,1987,High,Tier 3,Supermarket Type1,3630.61,Patricia Gonzalez,8190751830,"89841 Hanson Manors Apt. 189
East Phyllis, NC 32522"
8425,NCZ53,12.5,Low Fat,0.0243586,Health and Hygiene,190.421,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.64,Melissa Palmer,001-396-409-3707x431,"3100 Webb Island Apt. 286
Pattersonville, WI 05670"
8426,NCU41,18.85,Low Fat,0.0521604,Health and Hygiene,190.485,OUT045,2002,Small,Tier 2,Supermarket Type1,3770.17,Dr. Elizabeth Hammond,099-046-3929,"783 Glenn Field Apt. 627
Taylorville, AK 47803"
8427,NCW53,18.35,Low Fat,0.0305569,Health and Hygiene,190.616,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.08,Brad Hodges,+1-198-622-3892x5391,"593 Rose Corner
Johnsonville, TN 78054"
8428,NCA41,16.75,Low Fat,0.0326528,Health and Hygiene,190.816,OUT045,2002,Small,Tier 2,Supermarket Type1,2886.24,Drew Hunter,836.205.7831x729,"847 Patton Motorway
East William, AZ 13100"
8429,NCW53,18.35,Low Fat,0.0304893,Health and Hygiene,191.116,OUT035,2004,Small,Tier 2,Supermarket Type1,3682.33,Christopher Townsend,(574)569-7214x79175,"8757 Smith Throughway Suite 108
Gomezhaven, IN 29000"
8430,NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.316,OUT013,1987,High,Tier 3,Supermarket Type1,1346.91,Ryan Wells,0294313454,"72766 Buck Mission
Port Jessica, NJ 27770"
8431,NCA41,16.75,Low Fat,0.0326374,Health and Hygiene,191.616,OUT049,1999,Medium,Tier 1,Supermarket Type1,3463.49,Sarah Crane,+1-747-772-1136x4604,"68094 Golden Fort Apt. 724
Fowlerbury, MN 20172"
8432,NCU41,18.85,Low Fat,0.0871291,Health and Hygiene,191.785,OUT010,1998,Medium,Tier 3,Grocery Store,3940.5,Jason Patterson,288-407-8584,"897 Douglas Center
Walkerport, WI 95725"
8433,NCU41,18.85,Low Fat,0.0522669,Health and Hygiene,191.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,3870.22,Anita Thompson,+1-815-561-9455,"63557 Nelson Shoals
Leeville, MD 45302"
8434,NCA41,16.75,Low Fat,0.0325867,Health and Hygiene,191.916,OUT046,1997,Small,Tier 1,Supermarket Type1,4040.74,Marcia Alvarez,(028)215-5731,"69439 Griffin Ferry
North Terri, GA 95195"
8435,NCU41,18.85,Low Fat,0.0523493,Health and Hygiene,192.085,OUT017,2007,Medium,Tier 2,Supermarket Type1,3874.25,Kelsey Brown,+1-594-233-6371x5242,"1858 Blackwell Manors Apt. 699
Woodardtown, MI 57827"
8436,NCA41,16.75,Low Fat,0.0325805,Health and Hygiene,192.116,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.32,Dana Blankenship,+1-799-691-7693x17429,"948 Kathy Port
Port Jonathanshire, FM 06799"
8437,NCU41,18.85,Low Fat,0.052045,Health and Hygiene,192.185,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.44,Ian Velasquez,(007)480-6103,"USNS Schneider
FPO AP 27929"
8438,NCA41,16.75,Low Fat,0.032771,Health and Hygiene,192.316,OUT017,2007,Medium,Tier 2,Supermarket Type1,2308.99,Renee French,001-242-477-9344x7838,"5337 Teresa Plaza Suite 449
Brandtstad, MP 43778"
8439,NCW53,12.5,Low Fat,0.0303474,Health and Hygiene,192.516,OUT027,1985,Medium,Tier 3,Supermarket Type3,3078.66,Jeremy Costa,(302)722-2501x20294,"18332 Terrell Ways
Ashleytown, CT 96904"
8440,NCU41,12.5,Low Fat,0.0518027,Health and Hygiene,192.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.44,Mark Bennett,+1-831-545-5171,"100 Sierra Village Apt. 420
Ruizmouth, PA 47759"
8441,NCQ41,14.8,Low Fat,0.0194767,Health and Hygiene,193.079,OUT035,2004,Small,Tier 2,Supermarket Type1,3901.59,Ronald Atkins,272-883-2347,"5350 Taylor Harbor Apt. 340
West Patriciachester, NM 09982"
